theta_mean,theta_median,theta_std,theta_var,theta_fft,alpha_low_mean,alpha_low_median,alpha_low_std,alpha_low_var,alpha_low_fft,alpha_high_mean,alpha_high_median,alpha_high_std,alpha_high_var,alpha_high_fft,beta_mean,beta_median,beta_std,beta_var,beta_fft,gamma_mean,gamma_median,gamma_std,gamma_var,gamma_fft,state
2.8645007586336714e-14,2.968151495694586e-14,1.3201450667195045e-14,1.742782997183845e-28,(3.036566950271797e-14+0j),2.213240235670772e-14,2.386880087872592e-14,9.822817940033528e-15,9.648775228304454e-29,(1.856624840984115e-14+0j),1.4605975922606938e-14,1.278187743439184e-14,1.0498145837602925e-14,1.1021106602757961e-28,(7.742766844747353e-15+0j),1.2928862210339087e-14,1.1793654729190877e-14,4.046696876696808e-15,1.63757556118677e-29,(1.1788902508296997e-14+0j),1.1031880304931522e-14,9.124049013272026e-15,4.17640672672665e-15,1.7442373147047612e-29,(9.124049013272026e-15+0j),bored
3.277493085143351e-14,2.897027773851111e-14,2.1803557736943804e-14,4.753951299882419e-28,(2.7158882243012064e-14+0j),2.906609006515879e-14,2.3998972286063615e-14,1.3630793055991492e-14,1.857985193352659e-28,(2.56191915282523e-14+0j),1.7159148206825797e-14,1.7233674218524156e-14,6.4223806423275774e-15,4.124697311494399e-29,(1.5462083784323937e-14+0j),9.699084894415156e-15,8.668833728704048e-15,3.8844488753852415e-15,1.5088943065481668e-29,(8.189526549820043e-15+0j),4.063885418323457e-15,3.6814821172814335e-15,1.937103409188934e-15,3.752369617891391e-30,(7.0779476228008556e-15+0j),bored
3.863324901390151e-14,2.5481675676349313e-14,2.9577662504425244e-14,8.74838119225683e-28,(1.6818887448477045e-14+0j),2.483285813808356e-14,1.5597537167233368e-14,1.7697583538601166e-14,3.13204463105767e-28,(1.6263410105153085e-14+0j),1.5672316552201684e-14,1.1905386676411611e-14,9.974627867944522e-15,9.94932011039755e-29,(8.184457988418372e-15+0j),1.0237087756045718e-14,7.989321187686994e-15,4.489574140218104e-15,2.0156275960515127e-29,(1.1384987474107999e-14+0j),5.738224289710851e-15,4.937955919910326e-15,3.03342757966285e-15,9.201682881059216e-30,(3.2069986033009274e-15+0j),bored
2.3383158811984453e-14,1.6795767945097648e-14,1.645009556925906e-14,2.7060564423775653e-28,(1.3520340962445129e-14+0j),1.715291751417944e-14,1.5787222338131573e-14,1.2363957398241326e-14,1.528674425455264e-28,(6.62146483996293e-15+0j),1.2603110082023811e-14,9.14897838066829e-15,9.260453235479927e-15,8.575599412651063e-29,(1.0960880528309654e-15+0j),8.568114313425758e-15,7.587226361409071e-15,3.872623299263222e-15,1.4997211217996358e-29,(1.2118011699873823e-14+0j),5.4770395523812055e-15,5.810872877631475e-15,2.997762571282476e-15,8.986580433782121e-30,(9.242963200766983e-15+0j),bored
5.124326091948495e-14,3.9136784953841605e-14,3.606283485723324e-14,1.300528057940077e-27,(1.1422392000199497e-13+0j),3.513736280104112e-14,3.1357428444674336e-14,1.5426143932506816e-14,2.3796591662641684e-28,(5.741050960231437e-14+0j),2.203339332134225e-14,1.691778481211318e-14,1.1812309385307032e-14,1.395306530142126e-28,(2.3478026728111932e-14+0j),8.388706992024247e-15,6.611962953933191e-15,5.489495180414144e-15,3.013455733579011e-29,(1.078777364800659e-14+0j),5.286914535605559e-15,5.426621809688969e-15,2.740093930201459e-15,7.508114746326877e-30,(8.250772003275785e-15+0j),bored
3.567036572116873e-14,3.708284406250386e-14,1.6986986432949554e-14,2.8855770807321224e-28,(4.216334015482319e-14+0j),2.024128874021006e-14,2.2575509628052986e-14,9.131484044082152e-15,8.338400084732694e-29,(2.799207561266424e-14+0j),1.3099320615127962e-14,1.1749589209436828e-14,5.195223422613851e-15,2.6990346410875576e-29,(2.6284586899404754e-14+0j),1.0157816016709222e-14,1.0440224095470036e-14,2.5047803422735752e-15,6.273924563040129e-30,(9.42154647565344e-15+0j),6.0850579400932756e-15,5.4522717695679656e-15,1.720998713887611e-15,2.961836573202811e-30,(6.769822066207708e-15+0j),bored
2.5243596661195684e-14,1.9974555221919222e-14,1.7038371901831488e-14,2.9030611706512072e-28,(2.4085691520614312e-14+0j),2.2282736409242837e-14,1.5927688169813046e-14,1.6135440569652084e-14,2.603524423767744e-28,(2.0019178626263403e-14+0j),1.646180336547914e-14,1.2338763138361472e-14,1.1772090287467017e-14,1.3858210973627529e-28,(1.9321094354804286e-14+0j),8.880564589105795e-15,9.796120812474358e-15,2.6890080572881733e-15,7.230764332160717e-30,(4.6077486479022905e-15+0j),4.640206179822813e-15,4.261014944229673e-15,1.5758627032026785e-15,2.483343259345253e-30,(5.2662545143322654e-15+0j),bored
4.616974921452328e-14,4.6821133715856815e-14,1.942230893602011e-14,3.7722608440620667e-28,(2.8855863103567166e-14+0j),4.2430858990119585e-14,3.5008525817582316e-14,2.5670544581604962e-14,6.589768591161678e-28,(3.17893379155916e-14+0j),2.1949755781894967e-14,1.7345895977370333e-14,1.3141625792146846e-14,1.727023284608192e-28,(2.239242012031823e-14+0j),1.746005016648194e-14,1.502615476295934e-14,1.080193111279122e-14,1.1668171576548697e-28,(2.1135104819076985e-14+0j),1.1182108927267455e-14,9.762612426994508e-15,5.943675154643598e-15,3.5327274343927595e-29,(1.3265802414855636e-14+0j),bored
2.3325946099788864e-14,2.0309217370007442e-14,1.312187381162416e-14,1.7218357232818794e-28,(4.741466424078988e-14+0j),1.9041878740056867e-14,1.5702322217878908e-14,1.231330755583643e-14,1.516175429646185e-28,(2.0594828910541598e-14+0j),1.711968250063118e-14,1.2697072641212166e-14,1.2103077105852559e-14,1.4648447543021235e-28,(1.6442494198909434e-14+0j),1.2972551645358953e-14,1.2904164586096653e-14,4.297116710529123e-15,1.846521202390863e-29,(1.1158226514903079e-14+0j),8.116598859541047e-15,7.476465370399325e-15,3.1657077306969112e-15,1.0021705436194188e-29,(3.8315897224062384e-15+0j),bored
3.652962362948791e-14,2.4416584126384663e-14,3.1236886414154986e-14,9.757430728508202e-28,(5.794897505599796e-14+0j),2.0794158032413435e-14,1.7181425112565262e-14,1.3432714761918172e-14,1.8043782587505435e-28,(2.2189106717721133e-14+0j),1.2794318719532578e-14,1.0478667781182943e-14,6.28621853235452e-15,3.951654343651742e-29,(9.883348296097505e-15+0j),1.2342365100289097e-14,1.2087510127598796e-14,3.872245128879614e-15,1.4994282338131895e-29,(1.0945217053133362e-14+0j),4.046801452303097e-15,3.787457023008356e-15,1.369631005104129e-15,1.8758890901425466e-30,(3.521214542201583e-15+0j),bored
