theta_mean,theta_median,theta_std,theta_var,theta_fft,alpha_low_mean,alpha_low_median,alpha_low_std,alpha_low_var,alpha_low_fft,alpha_high_mean,alpha_high_median,alpha_high_std,alpha_high_var,alpha_high_fft,beta_mean,beta_median,beta_std,beta_var,beta_fft,gamma_mean,gamma_median,gamma_std,gamma_var,gamma_fft,state
1.543210905693753e-14,1.3886577615965424e-14,8.371978296448768e-15,7.009002059620922e-29,(3.206116150907819e-14+0j),1.0319905105097504e-14,8.392143526469002e-15,7.390804675236707e-15,5.462399374750077e-29,(2.858095670744043e-14+0j),1.0184569447910429e-14,8.677049543248242e-15,8.49374525426628e-15,7.214370844437093e-29,(1.512139475280127e-14+0j),7.901201351332215e-15,7.801073659055358e-15,2.9438904254197704e-15,8.666490836878196e-30,(6.364206413034141e-15+0j),3.0883626084749815e-15,2.640222641233588e-15,1.0936649572850857e-15,1.1961030387933885e-30,(2.1151915149981183e-15+0j),bored
2.882901439611321e-14,2.7518800896636137e-14,1.1450428866784494e-14,1.311123212332916e-28,(2.743571524414486e-14+0j),2.0049777769043226e-14,1.7595863939003712e-14,1.1142079204991713e-14,1.2414592901030877e-28,(1.7595863939003712e-14+0j),1.1247622965074474e-14,8.866540462046867e-15,4.765484941242754e-15,2.2709846725211455e-29,(3.883061793648419e-15+0j),6.517013313677222e-15,6.364206413034141e-15,2.5686629348312272e-15,6.598029272775773e-30,(4.1760517746566224e-15+0j),2.706733010492549e-15,2.810410907260155e-15,1.0813915974230335e-15,1.16940778697714e-30,(3.363385805463107e-15+0j),bored
1.3675157635251352e-14,9.749517515810923e-15,9.254329802093168e-15,8.564262008590978e-29,(1.9103421360011815e-14+0j),1.5192781491649545e-14,1.231607324053182e-14,1.0353771738851579e-14,1.0720058922024164e-28,(1.851452525679504e-14+0j),1.3851476963375215e-14,9.964804935981571e-15,8.819980703955779e-15,7.779205961815228e-29,(1.9457565395972966e-14+0j),7.530520822346096e-15,6.485054219541082e-15,4.8487137015482665e-15,2.351002455958189e-29,(1.1528896766126203e-14+0j),2.9778208975723356e-15,2.586444356251003e-15,1.2405179099889211e-15,1.538884685003281e-30,(2.8774521067208597e-15+0j),bored
1.4458698844389522e-14,1.3365587993380482e-14,5.673163166952058e-15,3.21847803188615e-29,(4.390027618315838e-15+0j),1.9707712874916294e-14,1.4617912076449623e-14,1.5126456082224678e-14,2.2880967360747194e-28,(4.3899508144773e-15+0j),1.6890517234472126e-14,9.141853350009669e-15,1.9660992226448133e-14,3.8655461532845393e-28,(4.412957214023357e-15+0j),7.883606154683426e-15,8.521423168506987e-15,2.362016585565277e-15,5.579122350485449e-30,(5.1125890811346895e-15+0j),3.632534716299692e-15,3.756726686463346e-15,1.8237095561539803e-15,3.3259165452073475e-30,(3.574550340092265e-15+0j),bored
1.8728465649710967e-14,1.549422971904077e-14,8.921430520032447e-15,7.959192252376642e-29,(1.111206411660781e-14+0j),1.5758704184333447e-14,1.6160364972823244e-14,6.305283141520774e-15,3.975659549474608e-29,(1.7068971332016282e-14+0j),1.027902681304907e-14,1.1540307139165364e-14,6.134443263825074e-15,3.763139415708883e-29,(9.327431148226615e-15+0j),6.238265246496428e-15,5.724827808460215e-15,1.9657950908393277e-15,3.864350339168e-30,(1.0160546337814606e-14+0j),4.127788341239745e-15,3.725936050009474e-15,1.568424372556433e-15,2.459955012429041e-30,(6.9304978634115454e-15+0j),bored
3.071477610001196e-14,2.74176345948263e-14,2.2141129919745945e-14,4.902296341230691e-28,(1.2020018436481733e-14+0j),2.4403654248410596e-14,1.8470851397455053e-14,1.7478084830752612e-14,3.0548344935098453e-28,(1.232902902062578e-14+0j),1.2769503057520697e-14,8.457075917589497e-15,1.0588459612802354e-14,1.1211547697194659e-28,(6.463543877830969e-15+0j),8.791395137131335e-15,6.427470043300166e-15,5.760728554703016e-15,3.3185993480970705e-29,(5.0978117056254985e-15+0j),5.231163432859423e-15,5.293357688266966e-15,1.5293637716509738e-15,2.3389535460384918e-30,(6.002315034800027e-15+0j),bored
1.7153298254113574e-14,9.210861311553309e-15,1.9346906053540163e-14,3.7430277384450896e-28,(2.3386334585441644e-14+0j),1.8222456433720273e-14,1.437798177269337e-14,1.2369657252203362e-14,1.5300842053698721e-28,(2.311803900134107e-14+0j),1.3819461061208267e-14,1.1928678997385656e-14,1.04140862509825e-14,1.0845319244290277e-28,(1.439302043335104e-14+0j),9.879326087381691e-15,9.713930450970578e-15,3.836351963995844e-15,1.4717596391654765e-29,(1.3100061600678804e-14+0j),5.357839827171226e-15,4.819514577499017e-15,2.332741967107971e-15,5.441685085106767e-30,(5.441009295178549e-15+0j),bored
2.6305078150904e-14,1.888822161437292e-14,1.5354829467544808e-14,2.3577078797738235e-28,(3.271998342610672e-14+0j),2.704600385010947e-14,2.7330125641742396e-14,1.4404578526439405e-14,2.074918825243592e-28,(5.3478768196454674e-14+0j),1.880924246851195e-14,1.4159921070992877e-14,1.1930339247855898e-14,1.4233299456893083e-28,(3.871485344188249e-14+0j),7.733310295726724e-15,7.258594200900339e-15,4.6486210164208616e-15,2.1609677354309726e-29,(7.473129494365313e-15+0j),3.1340770963654567e-15,3.504212779971085e-15,1.1052049762797499e-15,1.2214780395935226e-30,(3.7967934955163056e-15+0j),bored
2.691718242842821e-14,2.625972786443907e-14,8.186597429881628e-15,6.702037747894448e-29,(4.758072962303997e-14+0j),2.2975002134711916e-14,1.815117036116529e-14,1.2123477810755113e-14,1.469787142278716e-28,(3.591243586668363e-14+0j),1.5625626066404705e-14,1.8103052947861815e-14,5.754116019401225e-15,3.31098511647298e-29,(1.0404812268756828e-14+0j),9.628057610376766e-15,8.692567590348224e-15,3.9038307825656155e-15,1.5239894778906868e-29,(7.466847142080496e-15+0j),4.173507677264152e-15,3.946380985063783e-15,1.5109799045347878e-15,2.2830602719079563e-30,(3.665065559138387e-15+0j),bored
2.4229603297220736e-14,1.941617805902117e-14,1.491305339646951e-14,2.223991616059508e-28,(1.5211846166996386e-14+0j),2.0576563056167022e-14,1.2451758323497915e-14,1.5176131246378537e-14,2.3031495960730696e-28,(1.5022834973195415e-14+0j),1.423884626257745e-14,1.2989954263419676e-14,8.08424289682356e-15,6.535498321484218e-29,(8.33548205930065e-15+0j),7.575179455768127e-15,7.728550837144282e-15,3.26577625024953e-15,1.0665294516693882e-29,(4.873562139803572e-15+0j),4.0377827215369584e-15,3.667913820813174e-15,1.2785631232463609e-15,1.634723660125489e-30,(7.219049385344675e-15+0j),bored
1.7203408489531267e-14,1.5386701212027408e-14,9.665706813398706e-15,9.342588820258218e-29,(1.030482830452643e-14+0j),1.6733522843575208e-14,1.5022834973195415e-14,7.24187449926616e-15,5.244474626312149e-29,(7.837335119912256e-15+0j),1.2258985276187188e-14,1.209820115697621e-14,6.661345711999591e-15,4.437352669477534e-29,(5.086193120916185e-15+0j),6.320272100554871e-15,5.571130337356628e-15,2.401217956660318e-15,5.7658476753879514e-30,(5.411204498107182e-15+0j),3.3092360879569595e-15,3.2958224079747704e-15,1.1401686683373299e-15,1.2999845922581203e-30,(3.2052360388932734e-15+0j),bored
2.744048899831688e-14,3.058426757916445e-14,1.3382591777745096e-14,1.7909376268977062e-28,(1.1853834785777708e-14+0j),1.9678717200063022e-14,1.8022265181310034e-14,1.1459285268838502e-14,1.313152188726191e-28,(1.6519845186506217e-14+0j),1.307364474238548e-14,1.1753676255447515e-14,6.156472478789067e-15,3.7902153382087196e-29,(2.1781953530503195e-14+0j),8.33601445849848e-15,7.151538579475009e-15,5.481932801640599e-15,3.0051587241703154e-29,(7.151538579475009e-15+0j),5.143491558269504e-15,4.65465942708174e-15,3.1903957171409495e-15,1.0178624831951314e-29,(1.0604384576807492e-14+0j),bored
2.6228130546529545e-14,1.634321039779535e-14,1.566724253625764e-14,2.454624886899207e-28,(9.236798817010442e-15+0j),3.048951283118471e-14,2.1250153001547564e-14,2.901306805564373e-14,8.417581180014144e-28,(2.8130212641886244e-14+0j),2.280276021015121e-14,1.5754608537971535e-14,2.6163942454646212e-14,6.845518847700385e-28,(6.697755753017967e-14+0j),8.780128872057968e-15,9.30005164558936e-15,4.04482063068e-15,1.636057393437455e-29,(1.7934886060460928e-14+0j),5.4418520824880195e-15,5.842142431635306e-15,2.0566242399523302e-15,4.229703264359501e-30,(5.261466836045276e-15+0j),bored
2.1230821624496137e-14,1.7011132946795547e-14,1.758452934188582e-14,3.092156721756434e-28,(6.018870915982448e-15+0j),1.7070085070072315e-14,1.2817948369184729e-14,1.1850511685191011e-14,1.404346272008487e-28,(5.482137456998164e-15+0j),1.356338158573969e-14,9.544107731944012e-15,1.0191195187673912e-14,1.038604593532679e-28,(1.067693327137618e-14+0j),8.929708869480478e-15,7.783345184186445e-15,2.9982108041046386e-15,8.989268025849783e-30,(8.715247336048093e-15+0j),5.020199540180611e-15,4.086094973105766e-15,2.1141255846885478e-15,4.469526987834694e-30,(3.956408251641619e-15+0j),bored
2.9591959193766166e-14,3.044418693189009e-14,1.7887598366622424e-14,3.199661753255932e-28,(3.347378822202197e-14+0j),2.0161057071407852e-14,2.377705623372802e-14,1.0063797545169164e-14,1.0128002103015289e-28,(2.890307008041263e-14+0j),9.145523877242779e-15,9.081455439807094e-15,4.478439959967889e-15,2.0056424475037184e-29,(1.1220601543567654e-14+0j),9.390201755617e-15,8.715247336048093e-15,4.479161066290031e-15,2.006288385776845e-29,(7.964367351395089e-15+0j),4.234768745962473e-15,3.5115148984056143e-15,1.8101191858021012e-15,3.276531466808862e-30,(2.50798228285266e-15+0j),bored
3.058577324164577e-14,2.2460847782097245e-14,2.7167314934234566e-14,7.380630007358845e-28,(2.157048790776362e-14+0j),3.0308864724205785e-14,2.109802052098122e-14,2.5407351780370133e-14,6.455335244914774e-28,(2.799199129592865e-14+0j),1.6927003563654572e-14,1.1220601543567654e-14,1.6100497666838882e-14,2.5922602511988428e-28,(2.3112863340144422e-14+0j),7.394424819309809e-15,6.934125524985412e-15,3.7954649468504076e-15,1.4405554162770167e-29,(1.2174884146454013e-14+0j),3.1213459498882792e-15,3.043283268908731e-15,1.1446768014542853e-15,1.3102849797876134e-30,(5.397314515425672e-15+0j),bored
2.4133992699328305e-14,2.10598125216016e-14,1.329174963633684e-14,1.7667060839506052e-28,(1.572555109066851e-14+0j),1.8581762431450082e-14,1.51645019107308e-14,1.056740885369411e-14,1.1167012988113265e-28,(1.3521940472494551e-14+0j),1.2918213760200935e-14,1.1082970483339525e-14,7.208112931592487e-15,5.195689203459083e-29,(1.0190650776048247e-14+0j),1.0516877308096363e-14,7.098537858875975e-15,5.81705514996257e-15,3.383813061770606e-29,(1.6721562666595382e-14+0j),4.2194499971291975e-15,3.749448845734745e-15,1.7490547522600455e-15,3.059192526403449e-30,(2.676036748931858e-15+0j),bored
2.151474835389173e-14,1.9883720805945044e-14,1.1413673249587143e-14,1.3027193704834115e-28,(2.07878779971761e-14+0j),1.5599214618241973e-14,1.8038597168330016e-14,4.3225403354174275e-15,1.8684354951310606e-29,(1.2344921975707782e-14+0j),1.3886651568903624e-14,1.1608013255331479e-14,5.154524127470628e-15,2.656911898067684e-29,(7.578127409260989e-15+0j),7.828950879166295e-15,7.163260653236265e-15,3.4883539549692917e-15,1.21686133151499e-29,(4.387593440739317e-15+0j),6.068449931949251e-15,5.800806047508286e-15,2.280673226513116e-15,5.201470366133747e-30,(5.431018275132093e-15+0j),bored
2.5315350601277498e-14,1.6804867696060106e-14,1.832191806697685e-14,3.356926816530127e-28,(4.515203313565903e-14+0j),1.7676472194307098e-14,1.1798105687461567e-14,1.1099799469736834e-14,1.232055482683701e-28,(4.164621729192181e-14+0j),1.4691014423015265e-14,9.583453182923304e-15,1.0242171830748742e-14,1.0490208381058305e-28,(2.2477656289143234e-14+0j),9.817165989534626e-15,9.688779603498448e-15,5.164936169411209e-15,2.667656563409213e-29,(9.688779603498448e-15+0j),5.682733116121839e-15,4.776518691024779e-15,1.8247103237871247e-15,3.3295677657353134e-30,(7.405008308573584e-15+0j),bored
2.690127898352991e-14,2.1275481753921033e-14,1.533645746313931e-14,2.352069275186815e-28,(3.196863165976458e-14+0j),2.3653040150569992e-14,1.7566829788960672e-14,1.3493517784367485e-14,1.820750221970416e-28,(3.4903844640430576e-14+0j),1.1712917026136923e-14,9.715461896802504e-15,6.891541249620821e-15,4.749334079522531e-29,(9.715461896802504e-15+0j),1.033333732663119e-14,1.0837117176219797e-14,4.511789251147839e-15,2.035624224677318e-29,(7.308261553084244e-15+0j),7.776299512855143e-15,7.405008308573584e-15,3.141531880230048e-15,9.869222554501742e-30,(5.306452893443479e-15+0j),bored
