theta_mean,theta_median,theta_std,theta_var,theta_fft,alpha_low_mean,alpha_low_median,alpha_low_std,alpha_low_var,alpha_low_fft,alpha_high_mean,alpha_high_median,alpha_high_std,alpha_high_var,alpha_high_fft,beta_mean,beta_median,beta_std,beta_var,beta_fft,gamma_mean,gamma_median,gamma_std,gamma_var,gamma_fft,state
9.910101282382598e-15,8.759227085545133e-15,5.5388511304887595e-15,3.067887184571661e-29,(1.961084241834669e-14+0j),9.855595124589875e-15,1.129562142365506e-14,4.761685550167285e-15,2.2673649278671925e-29,(1.129562142365506e-14+0j),6.353529036602398e-15,6.1779306995514305e-15,4.5600144072710695e-15,2.079373139451972e-29,(6.1779306995514305e-15+0j),3.4359833608160045e-15,3.8456844950916686e-15,1.7038626583850015e-15,2.9031479586388044e-30,(5.034443157170385e-15+0j),5.363505924956829e-15,4.850798691521977e-15,1.0521713651133552e-15,1.1070645815645015e-30,(4.850798691521977e-15+0j),frustrated
9.777466436658862e-15,5.751366114842404e-15,7.833642191821089e-15,6.136594998947951e-29,(4.881024460704437e-15+0j),6.0860899741561045e-15,5.214556903811325e-15,3.785973864254012e-15,1.4333598100814455e-29,(5.214556903811325e-15+0j),4.144604766365355e-15,4.023015082439758e-15,2.0604380085666795e-15,4.245404787146224e-30,(4.023015082439758e-15+0j),5.700275651851119e-15,4.153558342421087e-15,2.0910311522631463e-15,4.3724112797349404e-30,(9.179351136285207e-15+0j),4.280501630179703e-15,4.2633448687830806e-15,5.223564318532804e-16,2.728562418984908e-31,(3.945531675553116e-15+0j),frustrated
2.5462009046763918e-14,2.0880757343329354e-14,1.086102727322662e-14,1.1796191342977247e-28,(3.21090265032406e-14+0j),1.9529620794195895e-14,9.64743948776068e-15,1.6257021435382723e-14,2.642907459504933e-28,(1.0933947583174393e-14+0j),8.494428048275432e-15,8.159682870175626e-15,2.599551159058264e-15,6.757666228561165e-30,(5.6458831060846455e-15+0j),6.958840611494796e-15,5.73591607826531e-15,3.1138731562218356e-15,9.696206033038936e-30,(5.73591607826531e-15+0j),4.545949275580095e-15,4.888877770007327e-15,1.703130862980952e-15,2.9006547364382423e-30,(2.8705599392365923e-15+0j),frustrated
1.7267213528736914e-14,9.476027476588639e-15,9.978944817739339e-15,9.957933967548681e-29,(1.539168822664474e-14+0j),1.3319546131170368e-14,5.611853638546538e-15,9.301123551053585e-15,8.651089931196366e-29,(2.3839954820186393e-14+0j),9.296885565745474e-15,9.489866414063004e-15,2.28373144113821e-15,5.215429295243204e-30,(9.489866414063004e-15+0j),6.182198039133404e-15,5.090223784878131e-15,2.7320643797492007e-15,7.464175775094384e-30,(4.419538535982635e-15+0j),2.1224990744237527e-15,2.0991568543600253e-15,8.080256913919892e-16,6.5290551794950215e-31,(1.0489913582003257e-15+0j),frustrated
8.527705416347256e-15,8.943829608983213e-15,3.598905569854774e-15,1.2952121300731712e-29,(9.344741890253468e-15+0j),8.603738996822741e-15,6.469672389129366e-15,2.7152748075273876e-15,7.372717280392893e-30,(6.469672389129366e-15+0j),7.333718102367386e-15,5.50356506907665e-15,4.00942560496485e-15,1.6075493681747755e-29,(6.76984421166221e-15+0j),6.533763200588959e-15,5.935202048072941e-15,2.9099910802202645e-15,8.468048086961503e-30,(3.566917717442833e-15+0j),3.199465954478774e-15,2.7962499831783967e-15,1.1115064148790545e-15,1.235446510317289e-30,(4.2861762207303855e-15+0j),frustrated
1.1173702895147565e-14,9.344741890253468e-15,5.362727655433565e-15,2.875884790635198e-29,(1.6289773429828133e-14+0j),8.478817508013305e-15,8.760298879703116e-15,1.5629637021575488e-15,2.442855534262031e-30,(6.630521924956741e-15+0j),7.39363477176466e-15,4.74460726805186e-15,4.91118378595884e-15,2.411972617946501e-29,(3.020371165774852e-15+0j),5.475365519768501e-15,3.9844373925356745e-15,2.8569468037126143e-15,8.162145039243723e-30,(3.9844373925356745e-15+0j),3.3182380042115675e-15,3.55610942344384e-15,1.3441757466344851e-15,1.8068084378403757e-30,(5.833035754096781e-15+0j),frustrated
7.860934399887122e-15,7.42478059603661e-15,2.7242670043258136e-15,7.421630710858342e-30,(3.894417902774245e-15+0j),9.986961729727811e-15,9.87194615448923e-15,1.798756452059445e-15,3.2355247738254835e-30,(1.2393401132230147e-14+0j),8.378596880477103e-15,8.43583229810977e-15,1.981668777917952e-15,3.9270111453748294e-30,(1.0498856299444865e-14+0j),6.676607247968861e-15,5.267251620487402e-15,2.766352862530758e-15,7.65270816003212e-30,(1.139425188975347e-14+0j),5.387139275388036e-15,6.044266344329152e-15,2.517673087749032e-15,6.338677776775744e-30,(7.63628737105935e-15+0j),frustrated
1.0401719643390248e-14,5.69929356012014e-15,6.588926236650001e-15,4.341394895201474e-29,(1.2830075391613514e-14+0j),1.3327750353577274e-14,8.65099724517815e-15,7.704479454210235e-15,5.935900366034765e-29,(2.1166745315562795e-14+0j),1.2294977593168558e-14,1.0561028300534162e-14,5.836302973809493e-15,3.4062432402097534e-29,(2.179736588407031e-14+0j),9.02344048753584e-15,8.579116662879266e-15,3.2323594081738896e-15,1.0448147343610258e-29,(6.9421356126892675e-15+0j),3.1447133170244947e-15,2.568214725752488e-15,1.0457919332513244e-15,1.0936807676535425e-30,(2.639280470574679e-15+0j),frustrated
1.1604845070241885e-14,1.0152735525077989e-14,4.131491852381351e-15,1.7069224926293486e-29,(2.0599128942261198e-14+0j),1.1567353478891245e-14,1.162219514776468e-14,3.591093548846451e-15,1.2895952876566599e-29,(1.21163443131131e-14+0j),8.383473622917614e-15,7.143576169202348e-15,5.552643006779135e-15,3.0831844360733233e-29,(1.2914192983717092e-14+0j),8.27197831640257e-15,7.842542018757282e-15,3.540932285672627e-15,1.2538201451718776e-29,(4.755872282365195e-15+0j),4.423823580907446e-15,4.6528179184216835e-15,1.7089063004375848e-15,2.9203607436752726e-30,(4.4350858273159544e-15+0j),frustrated
9.067135440310948e-15,6.22757557482062e-15,3.645132557574109e-15,1.3286991362286765e-29,(1.308318568154077e-14+0j),6.5733764649918615e-15,4.992041090536005e-15,4.426505324481885e-15,1.9593949387666478e-29,(1.6961182453052887e-14+0j),6.72213418777313e-15,4.577364766346836e-15,4.104048290994992e-15,1.6843212374818918e-29,(1.2513158350761498e-14+0j),4.223091091161095e-15,3.3098388650448597e-15,1.854150881526073e-15,3.437875491463914e-30,(8.067865125877301e-15+0j),4.363485465555524e-15,4.4350858273159544e-15,1.8153451559006242e-15,3.295478035051862e-30,(8.631645460247968e-15+0j),frustrated
