theta_mean,theta_median,theta_std,theta_var,theta_fft,alpha_low_mean,alpha_low_median,alpha_low_std,alpha_low_var,alpha_low_fft,alpha_high_mean,alpha_high_median,alpha_high_std,alpha_high_var,alpha_high_fft,beta_mean,beta_median,beta_std,beta_var,beta_fft,gamma_mean,gamma_median,gamma_std,gamma_var,gamma_fft,state
3.9624252865877775e-13,4.226185615817163e-13,1.682104750689675e-13,2.8294763922927734e-26,(4.2438059702574456e-14+0j),1.7787650769551236e-13,2.519392620206576e-13,9.016399991607223e-14,8.129546880865473e-27,(3.116486277010294e-14+0j),4.9585598811052185e-14,4.943169272194182e-14,1.1317600847378068e-14,1.2808808894057279e-28,(2.930398964602089e-14+0j),5.5510732555128275e-14,5.889552123935524e-14,1.0838095248376851e-14,1.1746430861288888e-28,(4.264421988029699e-14+0j),4.274639826703857e-14,4.7722734083013724e-14,1.1763855955604278e-14,1.3838830694420624e-28,(4.6945608992215066e-14+0j),calm
1.476916911434985e-13,2.5749080837551968e-14,2.009393241823723e-13,4.0376612002868505e-26,(5.192327417576534e-13+0j),7.377244969260894e-14,3.116486277010294e-14,7.026424516327112e-14,4.937064148364269e-27,(1.7660394041316808e-13+0j),2.938341259958749e-14,2.722739622446093e-14,6.089677249995023e-15,3.708416900910694e-29,(4.1928043663387394e-14+0j),3.744177919454014e-14,3.060103250817054e-14,1.564513016426451e-14,2.447700978567792e-28,(4.292178924554042e-14+0j),3.698865154015e-14,3.813899235181183e-14,6.226341739126645e-15,3.876733145239061e-29,(2.4085639519772402e-14+0j),calm
2.533790751061357e-13,1.696129199038547e-13,1.2437982234931093e-13,1.547034020764615e-26,(3.796544986838153e-13+0j),1.0906059138123973e-13,1.001042777299795e-13,7.479210244557016e-14,5.593858588228663e-27,(2.931660701864889e-13+0j),4.1597552637874215e-14,3.032310363896673e-14,4.1573793797046074e-14,1.7283803306793064e-27,(1.533712226844122e-13+0j),2.510219618770339e-14,2.888651841917907e-14,9.692142625240267e-15,9.393762866799931e-29,(3.2215201075510056e-14+0j),3.0396286066306474e-14,3.296261952945513e-14,6.835923105891156e-15,4.6729844709656586e-29,(4.0455633844101707e-14+0j),calm
4.950521468755966e-14,5.179650535902265e-14,1.2683303714923711e-14,1.608661931249976e-28,(1.4956982116320163e-14+0j),3.102906265099494e-14,3.220139968197573e-14,1.651075483520189e-14,2.7260502522814253e-28,(5.224694689272228e-14+0j),2.0162095632484176e-14,2.3801515185826737e-14,1.7099297206720522e-14,2.9238596496376023e-28,(5.140241795323562e-14+0j),1.6752821194395908e-14,1.6131935588198008e-14,6.7670450461606916e-15,4.5792898656767954e-29,(1.9302561772309688e-14+0j),1.951772194758775e-14,2.1256490758102982e-14,7.785853840022024e-15,6.06195200181857e-29,(1.4344642089820973e-14+0j),calm
3.0288310549917724e-14,1.7193807187000534e-14,2.02023880580742e-14,4.081364832490191e-28,(6.672520591072566e-14+0j),3.025329872062106e-14,1.7657477145778672e-14,1.7515692852850894e-14,3.0679949611541192e-28,(5.500374537542627e-14+0j),2.2991584621622637e-14,2.6637273083455847e-14,6.3025134646113386e-15,3.972167597160722e-29,(2.6637273083455847e-14+0j),1.697593464747735e-14,1.4353128855098323e-14,5.1000571231056294e-15,2.6010582658940467e-29,(2.991595130776444e-14+0j),1.6637068299382587e-14,9.9287264781747e-15,1.306089528194692e-14,1.705869855659833e-28,(4.8289817064369867e-14+0j),calm
3.289308576365409e-14,3.98624546248027e-14,1.3518796401341912e-14,1.8275785614093504e-28,(7.018096416862853e-15+0j),3.4341743499498594e-14,3.9227813989639975e-14,1.0940875033584427e-14,1.1970274650051104e-28,(2.0558270341777236e-14+0j),2.5006612693515017e-14,2.2406912553190467e-14,1.140899579560541e-14,1.3016518506414195e-28,(2.2406912553190467e-14+0j),3.7298598678915117e-14,1.8363523676485792e-14,3.0437729865834096e-14,9.264553993854887e-28,(1.521380402917143e-14+0j),4.0247409059626675e-14,4.429388657137171e-14,8.507458135577401e-15,7.237684392860211e-29,(2.7715068089154503e-14+0j),calm
2.626662241103581e-14,3.6656639135319557e-14,1.4018011215489568e-14,1.9650463843759129e-28,(3.91613755009149e-14+0j),2.0940670889742422e-14,2.104608987171217e-14,7.545447282722633e-15,5.693377469634637e-29,(2.0243714697004563e-14+0j),2.6373145980968523e-14,2.2406912553190467e-14,2.1684087498565928e-14,4.701996506454631e-28,(4.698848556839838e-14+0j),2.763370199570769e-14,2.6643047050417657e-14,1.1277342540119658e-14,1.271784547671925e-28,(3.481277674448126e-14+0j),1.4649324209779096e-14,1.1345795441171648e-14,9.181925240828106e-15,8.430775112815627e-29,(8.501579602149258e-15+0j),calm
1.1281060145956848e-13,1.179546513583981e-13,7.79988957768386e-14,6.083827742406131e-27,(2.036344810337036e-14+0j),5.997583866048478e-14,8.118464009812075e-14,2.937828982989321e-14,8.630839133292068e-28,(3.5078195497004613e-14+0j),6.730504407859724e-14,5.73871119963424e-14,2.035584912803534e-14,4.143605937233372e-28,(4.371639456603927e-14+0j),7.374801255835391e-14,7.91840146925436e-14,1.3992934138213318e-14,1.9580220579637566e-28,(7.417202602290706e-14+0j),3.12230634807045e-14,2.4200178384676866e-14,1.4436432859764072e-14,2.084105937144758e-28,(1.669702477294524e-14+0j),calm
5.119493579255399e-14,4.8109965502842354e-14,2.6477862100813367e-14,7.010771814296889e-28,(7.174596270028425e-14+0j),6.932812361331777e-14,5.6631856235824636e-14,4.023525706715868e-14,1.6188759112603424e-27,(8.878403942294198e-14+0j),9.643771747463793e-14,5.782479653973421e-14,6.496185175498983e-14,4.2200421834372746e-27,(1.2724459593218475e-13+0j),8.201825353948127e-14,4.5522312370725724e-14,5.272446029341464e-14,2.7798687132318575e-27,(1.984190049090222e-13+0j),3.8270779204539455e-14,2.7186469960026708e-14,3.3088354704056087e-14,1.0948392170214305e-27,(1.1254670697123941e-13+0j),calm
1.4736286713021722e-13,1.5957463107761008e-13,4.159207411767717e-14,1.7299006294103512e-27,(1.9618350521956038e-13+0j),2.5101304135889873e-13,1.482112743425249e-13,1.430156903400867e-13,2.0453487683451568e-26,(2.727611898949779e-13+0j),2.507961843516537e-13,1.899309453887651e-13,1.402398438832428e-13,1.966721381239631e-26,(2.4986476032644903e-13+0j),4.896582800492429e-13,5.339528986668767e-13,2.2476411924133468e-13,5.051890929833291e-26,(5.339528986668767e-13+0j),3.654691497184767e-13,2.2328867449719035e-13,2.931522807914606e-13,8.593825973323535e-26,(3.641526461281679e-13+0j),calm
