theta_mean,theta_median,theta_std,theta_var,theta_fft,alpha_low_mean,alpha_low_median,alpha_low_std,alpha_low_var,alpha_low_fft,alpha_high_mean,alpha_high_median,alpha_high_std,alpha_high_var,alpha_high_fft,beta_mean,beta_median,beta_std,beta_var,beta_fft,gamma_mean,gamma_median,gamma_std,gamma_var,gamma_fft,state
1.0027400833115551e-13,3.4810389044396724e-14,1.3277087269064782e-13,1.762810463503621e-26,(3.9849499950023135e-14+0j),6.975672126486853e-14,4.7625174748932905e-14,6.315159045387168e-14,3.9881233768535365e-27,(4.7625174748932905e-14+0j),3.6526752813166474e-14,3.1146907626111144e-14,1.3079293981897971e-14,1.7106793106491247e-28,(6.387154288110722e-14+0j),4.127910758492536e-14,3.661020548733841e-14,1.016356239120204e-14,1.0329800047985653e-28,(5.695846759840619e-14+0j),2.7119348649739342e-14,2.5591545108793828e-14,1.0080559923262519e-14,1.0161768836648643e-28,(4.172842738255842e-14+0j),frustrated
1.7339181862498117e-13,6.658398675311875e-14,2.116800675383685e-13,4.4808450993048244e-26,(1.2509037349349773e-14+0j),8.234928364826333e-14,3.264151127971627e-14,1.2102304114307604e-13,1.4646576487518678e-26,(3.264151127971627e-14+0j),4.8715163578042637e-14,3.584924193323921e-14,5.956033809252468e-14,3.5474338736958464e-27,(3.626268217460695e-14+0j),3.506917029793182e-14,3.3487544557224943e-14,9.610403568428118e-15,9.235985674805591e-29,(3.5071577738382317e-14+0j),3.415032083543697e-14,3.85152572506074e-14,9.77951069861327e-15,9.563882950429138e-29,(2.745445506898987e-14+0j),frustrated
9.69790624207378e-14,4.63599137072487e-14,1.1183103356535508e-13,1.2506180068295573e-26,(3.896893038940117e-14+0j),6.535366078409324e-14,3.4100029276909946e-14,6.264017969121692e-14,3.9237921117479454e-27,(3.403385344541814e-14+0j),6.355142376131288e-14,4.773601228953144e-14,5.717074927654831e-14,3.268494572841949e-27,(5.0040749647564833e-14+0j),5.568176114507203e-14,4.182382148440257e-14,2.1129954626462827e-14,4.464749825163779e-28,(4.629180587030114e-14+0j),3.098269790164796e-14,3.23983051513914e-14,9.852434961531301e-15,9.707047467120428e-29,(1.953635799057261e-14+0j),frustrated
2.7282610360844906e-14,2.5571006806971574e-14,1.557032219071397e-14,2.4243493312263992e-28,(2.6185081445536288e-14+0j),3.4350364375242324e-14,2.8093857113437583e-14,1.8417828196103e-14,3.3921639546116673e-28,(2.0623061269653467e-14+0j),3.284501380076485e-14,3.258988450475806e-14,1.293393091387245e-14,1.672865688848254e-28,(2.417297618164022e-14+0j),3.216501243648557e-14,3.15636458830681e-14,1.3258983177669741e-14,1.758006349057292e-28,(2.0848206145662666e-14+0j),2.1410136077785688e-14,2.1273995221354885e-14,7.184377889897158e-15,5.161528566484314e-29,(1.4753470618990277e-14+0j),frustrated
4.2710862844002647e-14,3.697803580178016e-14,2.2833063643841844e-14,5.213487953637321e-28,(1.6118682264396198e-14+0j),3.6750737319850136e-14,3.355017578529625e-14,1.0011208343486188e-14,1.0022429249668744e-28,(2.6218567225002012e-14+0j),2.9015737437009084e-14,2.5487412589226447e-14,7.026430819865914e-15,4.937073006636158e-29,(3.051709983913146e-14+0j),3.966935267152426e-14,3.633187085644157e-14,1.59658164526782e-14,2.5490729500060984e-28,(6.353026862957006e-14+0j),2.466883757241532e-14,2.090531436014412e-14,9.149255741807089e-15,8.370888062898999e-29,(3.601544481897899e-14+0j),frustrated
3.438583768864635e-14,2.5253337317095037e-14,1.911442680241255e-14,3.6536131198478724e-28,(3.8837501680249997e-14+0j),3.1044986606593e-14,2.4368630416072923e-14,1.490806266747479e-14,2.2225033249735554e-28,(2.413156383528816e-14+0j),3.3856451486616563e-14,3.051709983913146e-14,1.1411824359423783e-14,1.3022973521033804e-28,(5.144553120469563e-14+0j),5.279539170830223e-14,5.358026142693405e-14,2.5546516988445114e-14,6.526245302409148e-28,(3.17805845693105e-14+0j),4.70970433867028e-14,5.0043636385944735e-14,1.3563790911331309e-14,1.8397642388631382e-28,(2.8128687847595767e-14+0j),frustrated
2.6741321076951198e-14,2.742394951328827e-14,8.769747750374848e-15,7.690847560520471e-29,(2.742394951328827e-14+0j),3.927051883978015e-14,3.962372586229979e-14,1.330592625574973e-14,1.7704767352345003e-28,(4.426221220956114e-14+0j),4.14121072632411e-14,4.190338682564318e-14,1.691150384157359e-14,2.8599896218355825e-28,(5.28247240460633e-14+0j),2.6760293296374934e-14,2.9153685771469684e-14,7.72209739701267e-15,5.963078820894986e-29,(1.4721357243392384e-14+0j),2.404071738448568e-14,2.127659346194271e-14,8.09861538683436e-15,6.558757118387024e-29,(1.7648554073820156e-14+0j),frustrated
6.25031025051801e-14,6.73143719034546e-14,1.599062562064329e-14,2.5570010773957356e-28,(4.19601395605915e-14+0j),5.53865107427428e-14,4.534134202604146e-14,3.4379761252669926e-14,1.1819679837905844e-27,(2.8110679092845023e-14+0j),4.499608515941561e-14,3.764660356138448e-14,2.715621630785707e-14,7.374600841591224e-28,(2.5514537283626186e-14+0j),4.1946510538148525e-14,3.8522637408493e-14,1.5235207455716676e-14,2.32111546218725e-28,(5.565021592456425e-14+0j),2.2959666007117767e-14,2.0126969323983064e-14,1.1418956912209587e-14,1.303925769628991e-28,(3.018502338361683e-14+0j),frustrated
5.043740678954492e-13,2.1254041092178047e-13,5.422905256489598e-13,2.9407901420862517e-25,(2.6632893509882906e-13+0j),2.5303416299341037e-13,4.268072471314102e-14,3.5041951356677093e-13,1.2279383548837234e-25,(9.934224157946023e-14+0j),1.2786568063508926e-13,5.846124109710245e-14,1.7652622476125737e-13,3.116150802846195e-26,(6.705534453438714e-14+0j),6.596040467647654e-14,6.518578327031613e-14,2.436666267918076e-14,5.937342501209806e-28,(5.779393709606178e-14+0j),2.5831673940548467e-14,2.3857264131565505e-14,5.8884172337299324e-15,3.467345751848767e-29,(2.7020132690581893e-14+0j),frustrated
8.647846019288522e-13,1.9505409315366549e-13,1.0506663456533934e-12,1.1038997698886558e-24,(1.5986850363796706e-12+0j),2.3979553249354326e-13,8.07572722846793e-14,2.473390813752713e-13,6.11766211755631e-26,(4.464867494681081e-13+0j),5.5186895850928936e-14,4.8823404852696646e-14,2.984170876740815e-14,8.905275821588045e-28,(1.0623358742236536e-13+0j),4.539697208135589e-14,4.7912386188907076e-14,1.490180495936535e-14,2.2206379104696575e-28,(6.881468096297227e-14+0j),2.0155851312049394e-14,1.778262809883574e-14,3.867217308140877e-15,1.495536970838437e-29,(1.769048685749478e-14+0j),frustrated
7.297326418782251e-14,2.819299619136145e-14,1.716372205921141e-13,2.945933549258604e-26,(4.5523238812787387e-14+0j),4.4314391754022985e-14,3.09744669900869e-14,5.819933922604841e-14,3.387163086348657e-27,(5.755315228502898e-14+0j),3.390592081200632e-14,3.9433620142042566e-14,1.8028620674299393e-14,3.250311634177755e-28,(6.255541384725649e-14+0j),3.210237726898014e-14,3.012198600638338e-14,7.193200228357505e-15,5.174212952524245e-29,(4.3680307807550855e-14+0j),1.968882933653114e-14,1.7401181084684422e-14,7.079784348163953e-15,5.0123346416507287e-29,(1.3053725162331698e-14+0j),frustrated
4.8845381721044426e-14,4.1102689837214455e-14,3.566923289379353e-14,1.2722941752316824e-27,(1.316067835903728e-13+0j),3.4450989564784277e-14,3.4585785079797265e-14,1.5942916409880342e-14,2.5417658365243195e-28,(7.598357251054925e-14+0j),2.9189734770730664e-14,2.915852099294935e-14,7.172465651989804e-15,5.144426352897352e-29,(2.8310466977915305e-14+0j),3.6843171171592425e-14,3.558349288059734e-14,1.130801131296877e-14,1.2787111985422969e-28,(3.2157380540175216e-14+0j),2.6738673999199477e-14,2.8145955679349544e-14,1.097981019040539e-14,1.2055623181733006e-28,(9.830177208415804e-15+0j),frustrated
3.464730130850985e-14,3.0040928406435963e-14,2.2654243707041684e-14,5.132147579380378e-28,(2.706485661147617e-14+0j),4.274525473833755e-14,4.267562008985529e-14,2.048810744206145e-14,4.1976254655745385e-28,(3.903152541299433e-14+0j),3.0990339652530725e-14,3.328766548042023e-14,1.1569926101703448e-14,1.3386318999887874e-28,(3.25594477974662e-14+0j),3.456530639590778e-14,2.7951999568986994e-14,1.664526021922056e-14,2.7706468776556644e-28,(3.569054426860591e-14+0j),1.768164792256245e-14,1.689231051456395e-14,4.798912838089679e-15,2.3029564427581933e-29,(1.9310513539913942e-14+0j),frustrated
8.298098187984832e-14,8.024805001724283e-14,3.966505353023313e-14,1.57331647155626e-27,(1.0823877323793986e-13+0j),5.1014568304698963e-14,5.463778711518901e-14,2.9301299454225855e-14,8.585661497062163e-28,(6.319857543455376e-14+0j),3.211226540117956e-14,2.6751893603176446e-14,1.5724785577105727e-14,2.472688814459523e-28,(2.926697771268952e-14+0j),3.207964834370942e-14,2.8027494294458437e-14,1.2678631965412999e-14,1.6074770851439229e-28,(3.5111711949659557e-14+0j),2.4887449994989582e-14,2.1205136280673874e-14,1.0909579705066323e-14,1.19018929341195e-28,(3.937567263633131e-14+0j),frustrated
6.379106583326739e-14,5.848404601032807e-14,2.4316226929289467e-14,5.912788920767022e-28,(5.047220785094337e-14+0j),6.322696190184234e-14,5.622839769438132e-14,3.587438129106441e-14,1.2869712330166722e-27,(9.635153193249773e-14+0j),4.1990080305251846e-14,3.010095102920284e-14,2.8358523211909934e-14,8.042058387604346e-28,(1.1013125290043014e-13+0j),3.87945919616744e-14,4.007485469684794e-14,1.6447834999484912e-14,2.7053127617028087e-28,(5.37208435391514e-14+0j),1.9517460333921017e-14,1.9008201350841932e-14,6.069367179673527e-15,3.683721796169818e-29,(2.5223257049069233e-14+0j),frustrated
4.303096247313585e-13,1.989156841142191e-13,4.1998514353681215e-13,1.763875207916367e-25,(9.554489114990546e-14+0j),1.8802352930253314e-13,1.3016967316620488e-13,1.9265168340110745e-13,3.7114671117280535e-26,(3.280680138261394e-14+0j),9.666925037581667e-14,4.366422956861243e-14,1.0890382380879446e-13,1.1860042840176946e-26,(3.06409449003802e-14+0j),3.2005630673258545e-14,2.401656505270639e-14,2.3801490244954466e-14,5.665109378806627e-28,(1.1935917039514029e-14+0j),2.9745846409162546e-14,2.304240301522589e-14,1.5470851994193748e-14,2.3934726142624863e-28,(2.4174131815956602e-14+0j),frustrated
5.4864742963044294e-14,5.285551232385761e-14,2.8316957634994395e-14,8.0185008970206735e-28,(1.9134541106642205e-14+0j),3.7584146924806965e-14,3.425221742139969e-14,1.3694152951566417e-14,1.875298250608952e-28,(3.6463625665251526e-14+0j),3.1104038981338795e-14,2.6431660212859864e-14,1.0323010488135464e-14,1.065645455381548e-28,(2.5569377307593705e-14+0j),2.6355842841652488e-14,2.7486937179516227e-14,7.74163363108872e-15,5.993289127800392e-29,(1.769068910116641e-14+0j),1.9176873770354378e-14,1.68063490135388e-14,7.068001814536135e-15,4.9956649650286093e-29,(1.3995956574762913e-14+0j),frustrated
3.493512895029797e-14,2.7701725755929197e-14,2.737089706110674e-14,7.491660059297015e-28,(2.8361490472819108e-14+0j),3.285685234909042e-14,2.4192194469120518e-14,2.1205034197620745e-14,4.496534753222652e-28,(2.4192194469120518e-14+0j),2.5423228799498294e-14,2.1416296194100784e-14,1.5892611965616572e-14,2.5257511508965902e-28,(2.6609126669310404e-14+0j),3.0947830431044525e-14,2.989672688357374e-14,1.2617513657591439e-14,1.592016508995065e-28,(5.151636900567983e-14+0j),1.997419581489508e-14,1.6683786698137463e-14,7.55423454836496e-15,5.706645961171075e-29,(3.7744560266553946e-14+0j),frustrated
2.072594752857186e-13,4.612414857562163e-14,3.81626868277728e-13,1.4563906659146637e-25,(7.60550711893969e-14+0j),1.1128758452196854e-13,2.865124712749107e-14,1.7749447386397577e-13,3.150428825224958e-26,(8.279837243400612e-14+0j),5.851299324848697e-14,3.7299379980693596e-14,5.046677608518753e-14,2.546895488432456e-27,(6.990811223777001e-14+0j),3.858133345745523e-14,4.227463363095335e-14,1.8804688446878426e-14,3.536163075841629e-28,(3.066545161808129e-14+0j),2.266314588478172e-14,2.408543333921646e-14,8.908511915281512e-15,7.936158454471266e-29,(3.8315356905297745e-14+0j),frustrated
4.5717681252808704e-14,3.710580632386608e-14,2.757696733257631e-14,7.60489127261981e-28,(4.78175075142333e-14+0j),2.8547508936276677e-14,2.732256257255566e-14,1.4482999485212646e-14,2.097572740886698e-28,(2.726431438329146e-14+0j),2.7730815302137432e-14,2.9279759320675595e-14,1.3137751812618913e-14,1.7260052268997155e-28,(5.226644594521193e-15+0j),2.6478437779633055e-14,2.716767217736915e-14,8.344023495761378e-15,6.962272809781794e-29,(1.732370225265944e-14+0j),1.9882404120622568e-14,1.639365412204888e-14,8.013406934520109e-15,6.421469069821497e-29,(2.6921743432091438e-14+0j),frustrated
3.335167689242713e-14,2.4400751811628778e-14,2.7216697774035834e-14,7.407486377232072e-28,(4.3191835600016135e-15+0j),2.9510919742525895e-14,2.929210797642841e-14,9.75881983086656e-15,9.523456449131442e-29,(2.0024841000862842e-14+0j),1.9010157327685407e-14,1.9024591695623747e-14,7.62204691992784e-15,5.809559924958147e-29,(1.371671353600721e-14+0j),2.1778048253237488e-14,2.0575360533870925e-14,4.774908319221877e-15,2.279974945697429e-29,(2.0276159886494127e-14+0j),2.0838412475292947e-14,1.9384224568853094e-14,6.319398213656504e-15,3.9934793782765015e-29,(1.9384224568853094e-14+0j),frustrated
3.584667196185085e-14,2.7763650098811372e-14,2.0294152505522264e-14,4.1185262591739565e-28,(1.9713024198619863e-14+0j),3.9939126677286834e-14,3.78552249968405e-14,1.6159223288365332e-14,2.611204972832485e-28,(4.1770477252607226e-14+0j),3.205414295155746e-14,2.8400309212645247e-14,8.671954852550656e-15,7.520280096467687e-29,(2.6143077111013613e-14+0j),2.6153593377052908e-14,2.302425946391258e-14,8.514763060049655e-15,7.250118996878617e-29,(3.8309535122607764e-14+0j),1.912165072585728e-14,1.957588250862374e-14,3.6103044012455415e-15,1.303429786965293e-29,(1.4180388658711975e-14+0j),frustrated
5.0947136458996084e-14,5.3717857072093315e-14,2.4598701929495236e-14,6.0509613661615255e-28,(2.5294347619943317e-14+0j),4.5384865610802654e-14,3.488806938759051e-14,2.8847946685719294e-14,8.322040279821026e-28,(1.2465336942976984e-14+0j),3.055992136277236e-14,2.9134642664016014e-14,1.487240167786441e-14,2.2118833166774405e-28,(2.5016367075159308e-14+0j),3.781493955310529e-14,3.750022124255346e-14,1.347357704179224e-14,1.815372783011109e-28,(4.4568673635536195e-14+0j),2.2171090254706154e-14,2.5896803449030782e-14,1.0854964018328216e-14,1.1783024383920025e-28,(1.2390705926052028e-14+0j),frustrated
4.5735349838499076e-14,4.564922594808605e-14,1.511236228109547e-14,2.283834937150771e-28,(7.414709745527902e-14+0j),4.417492107885546e-14,4.73651498402517e-14,1.3071481974074384e-14,1.7086364099855157e-28,(7.102296982291841e-14+0j),3.948606043224783e-14,3.065376488393159e-14,1.4921978709664437e-14,2.2266544861167875e-28,(3.0541014537222205e-14+0j),2.0845242193563427e-14,2.1179002253355886e-14,8.020147621676876e-15,6.432276787348925e-29,(1.9161739725530694e-14+0j),1.190429714608773e-14,1.2390705926052028e-14,3.705317199771834e-15,1.372937555092499e-29,(9.349776581521162e-15+0j),frustrated
3.749706924298983e-14,3.398706104254416e-14,2.3363923388489265e-14,5.4587291610319565e-28,(2.942697758237224e-14+0j),3.422824027123533e-14,2.6032969580835823e-14,1.9770623645449434e-14,3.9087755933000425e-28,(6.705019847793382e-14+0j),2.0774820787135256e-14,1.2996319579831488e-14,1.460150044855537e-14,2.1320381534916267e-28,(4.858609924122009e-14+0j),2.1081934468865492e-14,1.9120264741348045e-14,7.75503560042282e-15,6.014057716382534e-29,(3.5666286135311116e-14+0j),2.1513542047509414e-14,2.018233771172217e-14,7.994767997805495e-15,6.39163153387349e-29,(2.2987712916449558e-14+0j),frustrated
2.7239529332732122e-14,2.2442212237551542e-14,1.0089166274793062e-14,1.0179127612042172e-28,(1.7082918188503324e-14+0j),2.1814752086651486e-14,1.639284763774404e-14,1.2302997099581776e-14,1.513637376323176e-28,(1.9946996313721734e-14+0j),2.851588932374523e-14,2.199870170404625e-14,1.1727136604766397e-14,1.3752573294685193e-28,(3.7186448996065596e-14+0j),3.1886178626331644e-14,3.40834934069011e-14,7.612659904889509e-15,5.795259082751234e-29,(4.486255546801401e-14+0j),1.3296381107045862e-14,1.2406683306463587e-14,3.17258703678701e-15,1.006530850598898e-29,(1.9517853069634125e-14+0j),frustrated
4.974457861450088e-14,4.676273729167142e-14,1.6412918802262038e-14,2.6938390360964675e-28,(4.580665769664243e-14+0j),4.528280159363309e-14,5.112556218325531e-14,1.677318072036488e-14,2.813395914780201e-28,(5.1082004004784713e-14+0j),3.215030439799162e-14,2.9719684729097875e-14,1.3178689851768425e-14,1.7367786620910407e-28,(3.585807799420892e-14+0j),2.6498381043360388e-14,3.014715444445958e-14,1.0033639218287084e-14,1.0067391596274864e-28,(1.9529456611762964e-14+0j),1.8304767409805694e-14,1.5116680774622693e-14,7.419661947499758e-15,5.505138341517591e-29,(2.8080921477834425e-14+0j),frustrated
3.78457962688211e-14,3.3496551133670415e-14,1.743775358553967e-14,3.0407525011000167e-28,(3.428695044153864e-14+0j),3.317739447912846e-14,2.8998246558349914e-14,1.3022114429807605e-14,1.6957546422300344e-28,(1.9702119306263885e-14+0j),2.1801879664715487e-14,1.9599194060224336e-14,1.0689360140983687e-14,1.1426242022365078e-28,(1.5857749407260246e-14+0j),2.1370490535849763e-14,1.9529456611762964e-14,8.508454059383009e-15,7.23937904806312e-29,(1.5385840998187418e-14+0j),1.8330364177784298e-14,1.760140096426281e-14,4.196644328070089e-15,1.761182361632285e-29,(1.4627522234110637e-14+0j),frustrated
4.0842695124834607e-14,4.120335431656726e-14,1.9000766841662782e-14,3.6102914057123185e-28,(4.3053438710772394e-14+0j),4.1528929366754414e-14,2.9097635051787923e-14,3.007791272090973e-14,9.046808336466633e-28,(5.183248329612741e-14+0j),2.994729387102347e-14,2.6880719649691533e-14,1.1676354920864478e-14,1.363372642379961e-28,(4.2824934650260066e-14+0j),3.5008846443234626e-14,3.366924078448573e-14,1.6113469397189866e-14,2.596438960141744e-28,(1.563423775335402e-14+0j),2.1052318525012752e-14,2.1840914188936615e-14,6.9499756001828794e-15,4.830216084313737e-29,(2.1840914188936615e-14+0j),frustrated
3.548765577368133e-14,3.2088644913627635e-14,1.4046859603489928e-14,1.9731426472015722e-28,(3.0726968892733056e-14+0j),3.9679398601516893e-14,4.6124271803470336e-14,1.7373922604387774e-14,3.018531866632564e-28,(1.518505667304274e-14+0j),4.5947101923870524e-14,3.679336379335356e-14,2.9627868581100793e-14,8.778105966589794e-28,(1.8025124518927664e-14+0j),3.7017705928000387e-14,3.589793093974447e-14,1.3517633610893797e-14,1.8272641843836566e-28,(3.5939162543090074e-14+0j),1.660883688567459e-14,1.808614576845772e-14,6.3263018478768e-15,4.0022095070449413e-29,(1.2887543740563889e-14+0j),frustrated
2.327544601989177e-14,2.635748154611817e-14,1.1905612438069938e-14,1.4174360752552562e-28,(3.795115192557002e-14+0j),1.868895480273877e-14,1.8060803471639492e-14,8.511675310437432e-15,7.244861659031017e-29,(1.1888904931737369e-14+0j),1.959478332301638e-14,1.4166656236157672e-14,1.0616552294912312e-14,1.1271118263060786e-28,(1.4480373063054085e-14+0j),2.025854181553586e-14,1.903941771231378e-14,7.228581155942138e-15,5.225238552804179e-29,(3.33693032021449e-14+0j),2.3203985079476736e-14,2.151484288622572e-14,9.036825663048803e-15,8.166421806433744e-29,(2.5368722119724842e-14+0j),frustrated
2.443790112050575e-14,2.1765564980551362e-14,1.5949463166164733e-14,2.543853752888455e-28,(4.7142078118863314e-14+0j),2.3468912565421434e-14,2.517917817265746e-14,9.298033948691126e-15,8.64534353110127e-29,(1.0241825346684367e-14+0j),3.561222583286683e-14,4.020974309618969e-14,1.6625910111745425e-14,2.764208870438387e-28,(3.0255039565946054e-14+0j),3.7459936716125466e-14,3.669862138916316e-14,1.683024338415901e-14,2.832570923700281e-28,(4.207167567928845e-14+0j),2.514783634934028e-14,2.0474652616870865e-14,1.6148442518391988e-14,2.6077219576981022e-28,(7.748114814835651e-15+0j),frustrated
