theta_mean,theta_median,theta_std,theta_var,theta_fft,alpha_low_mean,alpha_low_median,alpha_low_std,alpha_low_var,alpha_low_fft,alpha_high_mean,alpha_high_median,alpha_high_std,alpha_high_var,alpha_high_fft,beta_mean,beta_median,beta_std,beta_var,beta_fft,gamma_mean,gamma_median,gamma_std,gamma_var,gamma_fft,state
1.1323954968042523e-13,1.2318586687760044e-13,5.104071258498754e-14,2.6051543411833055e-27,(3.2624428651073835e-14+0j),1.1562457171879517e-13,6.53338129331073e-14,1.0404602617619916e-13,1.082557556305832e-26,(4.644686549530041e-14+0j),7.388394618971401e-14,3.2709568447405974e-14,8.209543501526503e-14,6.739660450345605e-27,(1.0424966812762042e-14+0j),4.452039946135586e-14,4.7845129813153276e-14,1.3630556085608782e-14,1.857920592029266e-28,(2.2770551484293964e-14+0j),4.4000572007059194e-14,3.930975328710947e-14,1.9712918222443844e-14,3.8859914484475858e-28,(2.8019707382332036e-14+0j),bored
3.205759980504605e-14,2.4272542511436798e-14,1.497553757620236e-14,2.2426672569624886e-28,(2.4272542511436798e-14+0j),4.589958391310953e-14,5.170850779494104e-14,2.1626872828579724e-14,4.6772162834356e-28,(4.735647651933677e-14+0j),3.64222878832482e-14,3.719883687715497e-14,1.9737439051104306e-14,3.895665002960573e-28,(3.719883687715497e-14+0j),4.7926748618286076e-14,4.4508993510381447e-14,1.6900454332708262e-14,2.8562535665195746e-28,(3.98672075342924e-14+0j),4.178457458635306e-14,4.3126724250079817e-14,1.7430995202722844e-14,3.038395937573468e-28,(5.6625522888906775e-14+0j),bored
5.942312136148567e-14,4.617329206062931e-14,2.9454166736105306e-14,8.675479381182924e-28,(4.15752351038711e-14+0j),5.939984636833144e-14,4.735647651933677e-14,2.432121689806521e-14,5.915215914027327e-28,(3.457383972590825e-14+0j),3.979220758268296e-14,3.2545666567769505e-14,1.7844536269597812e-14,3.1842747467699182e-28,(3.241434815675178e-14+0j),4.370127021894732e-14,4.090343092629118e-14,1.3627744070277848e-14,1.8571540844499304e-28,(3.6467757991010685e-14+0j),4.399755466888677e-14,5.6299769652184097e-14,1.930560265307239e-14,3.7270629379831567e-28,(2.0448153861584804e-14+0j),bored
2.3045630973402203e-13,8.743123613044019e-14,2.3165408573611743e-13,5.366361543823645e-26,(1.964844992506825e-14+0j),9.493676282727663e-14,6.6335067770041e-14,8.840999177397316e-14,7.816326645474003e-27,(1.3838296676899617e-14+0j),5.844321808646122e-14,4.008893571774656e-14,3.985104850972223e-14,1.5881060673242345e-27,(2.076880083840002e-14+0j),7.560527968676964e-14,4.886926700160267e-14,6.429615572230473e-14,4.13399564066686e-27,(3.079243752658985e-14+0j),1.2811404473203498e-13,7.482307738778375e-14,1.0551968873352781e-13,1.1134404710420595e-26,(4.5196586038323786e-14+0j),bored
6.676902338281102e-14,5.465983085957817e-14,4.057032144342269e-14,1.645950982022643e-27,(6.524810126475128e-14+0j),9.623809575857791e-14,3.503048762545116e-14,1.1597837098343624e-13,1.3450982535971565e-26,(6.707059942018015e-14+0j),6.267838456986781e-14,3.7830423615357356e-14,5.723165564161262e-14,3.27546240748013e-27,(3.7830423615357356e-14+0j),4.424391545024733e-14,4.075793226731647e-14,1.348271142927537e-14,1.8178350748511272e-28,(3.9959632941774824e-14+0j),8.160824285766523e-14,7.06347776639992e-14,2.79546659280523e-14,7.814633471490081e-28,(5.191414822263198e-14+0j),bored
9.949593806663709e-14,5.204600806864442e-14,1.142936405145136e-13,1.3063036262060863e-26,(2.811277502958274e-14+0j),6.36681023110398e-14,4.0103035840227366e-14,5.0337699796632644e-14,2.53388402081591e-27,(2.2467997483087032e-14+0j),3.4184585377413745e-14,2.72898786734289e-14,2.836056181672633e-14,8.0432146656035545e-28,(4.241057856754692e-14+0j),3.327901966398618e-14,3.2610110592836693e-14,1.5281195447850928e-14,2.3351493431541994e-28,(3.969410274408176e-14+0j),6.020020581852454e-14,6.404844949098035e-14,1.5397983742152343e-14,2.370979033235879e-28,(6.979680942639658e-14+0j),bored
4.905882386573147e-14,2.1632622082604626e-14,6.521041479283384e-14,4.2523981974534436e-27,(5.177307741675413e-14+0j),5.4013182838207433e-14,3.8512828874103435e-14,4.267302957048091e-14,1.820987452723138e-27,(6.838717826130404e-14+0j),5.052882030410702e-14,5.098205550152275e-14,1.6205033932112144e-14,2.62603124740906e-28,(3.6490048007068214e-14+0j),3.832427275360816e-14,3.7288865402871845e-14,6.281662244519254e-15,3.9459280554218674e-29,(3.7288865402871845e-14+0j),6.141960396308065e-14,5.752178598597188e-14,1.490835136511092e-14,2.222589404256046e-28,(4.9747950104299484e-14+0j),bored
6.42729788241232e-14,5.190290738536125e-14,2.620731694564514e-14,6.868234614894989e-28,(7.633995123311465e-14+0j),9.079433457323312e-14,6.181393592353014e-14,5.822517995283386e-14,3.3901715805398854e-27,(2.096926637687228e-13+0j),6.546283992979394e-14,6.020837828642776e-14,4.2529617902587564e-14,1.808768398940097e-27,(1.5640844820994624e-13+0j),4.559539036310255e-14,3.9748799390199453e-14,1.526039197991042e-14,2.328795633805142e-28,(3.2532168920254665e-14+0j),6.214534322295671e-14,6.714505558113152e-14,1.6518794658825595e-14,2.7287057698044506e-28,(1.1341413075033411e-13+0j),bored
7.389287762869905e-14,5.970925546116807e-14,4.219009299011198e-14,1.780003946514296e-27,(2.289408177665582e-14+0j),4.806871635798071e-14,4.8239129610423387e-14,2.7626307296170576e-14,7.632128548224476e-28,(7.378959707968951e-14+0j),3.942344731614146e-14,3.914833015571446e-14,1.5776733278667868e-14,2.4890531294622615e-28,(5.4192008275036966e-14+0j),6.019299843944955e-14,6.443611208374997e-14,2.328777366198905e-14,5.4232040213203095e-28,(8.487386000017625e-14+0j),8.034147883686164e-14,8.194929378056608e-14,2.7986565171887934e-14,7.832478301203308e-28,(6.882358994414297e-14+0j),bored
1.3720178379902355e-13,1.193835542010633e-13,1.0507434167822947e-13,1.104061727911331e-26,(4.4287982571541473e-13+0j),1.0611416936434201e-13,7.678320802494324e-14,5.176112129091555e-14,2.679213677292871e-27,(2.378322411350382e-13+0j),5.860953020952602e-14,5.766278946924902e-14,2.1704068208009347e-14,4.710665767779221e-28,(6.65585178996885e-14+0j),6.320366597271273e-14,5.922391277465417e-14,2.363516403138861e-14,5.586209787906458e-28,(5.831733178207677e-14+0j),4.09565872662176e-14,3.6575277326546976e-14,1.7670100324605117e-14,3.1223244548160983e-28,(5.546220912146531e-14+0j),bored
